id,itjuzi_id,name,position,weibo,brief,address,company,school,intustry
172,1182,周清迪,经纬中国 分析师,http://weibo.com/u/5099270671,"周清迪，经纬中国分析师。负责考察文化传媒与移动互联网领域的投资机会。
在加入经纬之前，周清迪在华岩资本有近两年从事分析师工作的经历，参与和负责了公司在视频、文学、游戏等领域的若干投资项目。
清迪毕业于中国药科大学工商管理专业，随后在北京大学进行了三年法律硕士专业的学习。学生期间，周清迪曾经在Google、中国银监会、发改委能源所等多家机构有过实习经历。","北京,朝阳区",,北京大学,"互联网 , 移动互联网 , 文化娱乐体育"
173,1183,吴宵光,天使投资人吴宵光 天使投资人,,吴宵光，天使投资人，腾讯电商控股公司CEO，腾讯集团高级执行副总裁。,"广东,深圳",腾讯,南京大学,"互联网 , 移动互联网 , 文化娱乐体育 , 硬件 , 游戏 , 电子商务"
174,1184,刘冰云,赛马资本 董事长,http://weibo.com/u/1905659491,刘冰云，赛马资本董事长。,"广东,深圳",,,"互联网 , 移动互联网 , 医疗健康 , 环保能源 , 制造业 , 本地生活 , 教育 , 金融 , 文化娱乐体育 , 电子商务"
175,1185,石峰,崭越资本 合伙人,,石峰，崭越资本合伙人，天使投资人。,"北京,朝阳区",,,"互联网 , 移动互联网 , 本地生活 , 文化娱乐体育"
176,1186,李侃,长石资本 创始合伙人,,李侃，长石资本合伙人。此前曾在TCL工作十多年，担任TCL创投董事总经理。早年全程参与TCL对汤姆逊的并购案，2009年作为董事总经理兼人力资源总监加入TCL创投创立团队，并主导了包括爱抢购、购啊购等多起移动互联网投资案以及常熟汽饰、胜宏科技、银隆农业和伟乐科技等即将IPO企业。,"上海,浦东新区",TCL,,"互联网 , 移动互联网 , 医疗健康 , 本地生活 , 金融 , 电子商务"
177,1188,杨成魁,同渡创投 投资经理,,杨成魁，同渡创投投资经理。,"北京,海淀区",,,"互联网 , 移动互联网 , 医疗健康 , 电子商务"
178,1154,张岚(1),光华弘人资本 创始合伙人,,张岚，光华弘人资本创始合伙人。,"北京,海淀区",,,"互联网 , 移动互联网 , 本地生活 , 文化娱乐体育 , 游戏 , 电子商务"
179,1155,陈学军,全时 创始人,,陈学军，全时科技创始人。,"北京,海淀区",,,"互联网 , 移动互联网 , 企业服务"
180,1156,王忠信,RRJ资本 董事长&首席执行官,,王忠信，RRJ资本董事长&首席执行官，前厚朴投资管理公司的创始合伙人之一，曾任职于高盛集团长达15年。先后就读于康奈尔大学和芝加哥大学（工商管理硕士学位）。,"香港,中西区","高盛 , 厚朴投资","康奈尔大学 , 芝加哥大学","互联网 , 医疗健康 , 环保能源 , 金融"
181,1157,王忠文,RRJ资本 联席董事长&联席首席执行官,,王忠文，JJR资本联席董事长&联席首席执行官。曾在淡马锡控股公司任职10年，此前还供职于德意志银行、纽约Lazard Freres & Co。拥有麻省理工学院哈佛商业学院工商管理硕士学位。,"香港,中西区","德意志银行 , 淡马锡",麻省理工学院MIT,"互联网 , 医疗健康 , 环保能源 , 金融"
182,1158,丁世国,鼎典资本 董事长,,丁世国，鼎典资本董事长，基金管理人，长期服务于投资银行和基金管理行业。熟悉国 际与国内资本市场，尤其在新兴产业领域具有深入的研究以及丰富的投资经验；曾与同事联合创立过两家企业；并曾担任多家公司的董事及顾问，包括实业、地产和私募基金的顾问，亦向地方政府提供产业发展和金融领域的顾问。,"北京,西城区",,,"互联网 , 移动互联网 , 医疗健康 , 环保能源 , 金融"
183,1159,赵媛媛,鼎典资本 董事,,赵媛媛，鼎典资本董事。曾就职于大型国有石油石化行业近十年，对能源行业及海洋工程领域有深刻理解。曾参与跨国外资集团公司投融资及投资者关系管理，并担当金融数据服务行业高级商务顾问。参与创立合伙制公司三家，两家石油石化行业，一家金融工程行业。,"北京,西城区",,,"互联网 , 医疗健康 , 环保能源 , 金融"
184,1160,余振波,华创资本 投资经理,,余振波，华创资本投资经理。毕业于清华大学，长期关注教育行业投资。,"北京,朝阳区",,清华大学,"互联网 , 移动互联网 , 教育"
185,1161,沈汉标,粤商创投 董事长,http://weibo.com/p/1005052691920350,沈汉标，粤商创投创始人、董事长。广东好太太集团 广州好莱客股份董事长，企业家 天使投资人 慈善家 人大代表。,"广东,广州",,,"互联网 , 移动互联网 , 医疗健康 , 环保能源 , 制造业 , 本地生活 , 金融 , 文化娱乐体育 , 游戏 , 电子商务"
186,1162,Hank Koh,Dreamit Ventures 合伙人,,Hank Koh ，DreamIt Ventures 联合创始人。,"北美洲,美国",,,"互联网 , 移动互联网"
187,1163,任红军,汉威电子 董事长,http://weibo.com/p/1005052811309742,任红军，汉威电子创始人、董事长。,"河南,郑州",,,"互联网 , 移动互联网 , 医疗健康 , 环保能源 , 制造业 , 硬件"
188,1164,卢兆庆,多赢 董事长,,卢兆庆，多赢控股联合创始人兼董事长，毕业于湖南农业大学，本科学历。,"广东,深圳",,湖南农业大学,"互联网 , 金融"
189,1165,周冀,二三四五投资基金/2345网络 创始管理合伙人,http://weibo.com/zhouji0321,周冀，二三四五投资基金创始合伙人，在加盟二三四五集团创办二三四五投资基金前，周冀在盛大集团战略投资部和盛大资本工作近10年，已投盛大文学、有妖气漫画、暴走漫画、《创业家》、虾米音乐等众多优秀项目。,"上海,浦东新区",盛大,复旦大学,移动互联网
190,1166,麻长炜,米仓资本 创始合伙人,,"麻长炜，米仓资本创始合伙人，:花名“二当家”,工号8,魔羯座。设计师出生、DFF设计创始人基金。","浙江,杭州",,,"互联网 , 移动互联网 , 文化娱乐体育 , 硬件"
191,1168,鲁众,北京众海投资 创始合伙人,,鲁众，众海投资创始合伙人、董事总经理。阿里巴巴集团副总裁。毕业于哈尔滨理工大学计算机科学系。长江商学院EMBA，大学在校期间曾担任校学生会副主席。他是中国大陆资深IT界人士，有20年以上IT领域管理和营销相关经验。历任AMD中国大陆及香港地区销售总经理；ORACLE中国公司行业销售总经理；8848 电子商务网站COO；微软中国区副总经理；DEC公司销售总监。中国万网总裁，在加盟中国万网之前是狼烟科技主要创始人，担任首席执行官职务。同时他拥有丰富的跨国公司管理运营经验、卓越的销售经验和战略规划执行能力。鲁众先生为多家跨国IT企业在中国市场获得成功做出了巨大贡献，多次获得各大公司管理及销售方面的奖励。,"北京,朝阳区","微软 , 阿里巴巴 , Oracle甲骨文","长江商学院 , 哈尔滨理工大学","互联网 , 移动互联网 , 本地生活 , 金融 , 文化娱乐体育 , 硬件 , 电子商务"
192,1169,邓康明,北京众海投资 创始合伙人,,邓康明，众海投资创始合伙人。人称“老邓”，人力资源生涯起始于西安杨森，历任强生、达能、Oracle、微软等多家跨国公司的中国人力资源负责人，形成对战略人力资源工作的独特认知和特有风格；2004年加入阿里巴巴任职至2013年，历任集团首席人力官、集团资深副总裁，曾全面负责集团人力资源、中供直销团队，集团战略业务发展部、阿里学院等工作。任阿里巴巴执行董事及合伙人，与阿里创始团队紧密合作，参与见证阿里成长发展的全过程；目前任福道诚壹管理咨询公司董事长，期待对中国创业者群体有所帮助和贡献。最重要特征：最不喜欢做人事，一做做了20年，却最不像做人事一条半腿在业务，半条腿在HR。,"北京,朝阳区","微软 , 阿里巴巴 , Oracle甲骨文 , 强生",,"互联网 , 移动互联网 , 本地生活 , 文化娱乐体育 , 电子商务 , 企业服务"
193,1167,黄海军,北京众海投资 创始合伙人,http://weibo.com/u/1875167687,"黄海军，众海投资创始合伙人。前阿里巴巴集团无线市场合作部总经理。1974年出生，本科毕业于哈尔滨工业大学，2006-2008中欧国际工商学院EMBA毕业。
从2000年开始加入8848，进入互联网领域。2003年联合创办北京四海天地和北京易动无限，2005年将这两家公司成功出售给纳斯达克上市公司掌上灵通和空中网。2006年以合伙人身份加入狼烟科技，担任COO职务。2008年狼烟科技与万网合并，担任资深副总裁，负责市场、销售及创新业务体系。2013年开始在阿里巴巴集团分别担任阿里云计算商业拓展部总经理、阿里巴巴集团无线事业部市场合作总经理。
黄海军在创业、综合管理、投融资等具体业务层面具有丰富经验。尤其在无线互联网、云计算、大数据、O2O等具体领域具有丰富经验和广泛的资源。","北京,朝阳区","阿里巴巴 , 中国万网","哈尔滨工业大学 , 中欧国际工商学院","互联网 , 移动互联网 , 医疗健康 , 本地生活 , 硬件 , 电子商务 , 企业服务"
194,1130,玄智勋,KTB投资集团 副总裁,,玄智勋先生是开铂投资的副总裁。专注于消费产品领域的投资，包括娱乐、广告、服务和零售。在加入KTB之前，玄智勋先生曾在韩国风险投资公司IMM任职，管理过专注于韩国电影的基金。而在这之前，他还曾在CLSA Global ECM任投资专员.玄智勋曾在美国，中国和韩国居住过，拥有韩国延世大学工商管理学士学位，精通韩语，英语和中文。,"四川,成都",,,"互联网 , 本地生活 , 文化娱乐体育"
195,1131,隋波,KTB投资集团 副总裁,,隋波先生是开铂投资的副总裁，关注TMT，消费与服务新农业与清洁技术等行业的投资机会。代表性投资包括学而思，金卫医疗，百和兴业。在加入KTB前，隋波是英特华投资管理咨询的并购顾问，为跨国企业提供兼并收购的服务，负责选择收购目标，商业和财务尽职调查，设计交易结构。客户主要有阿赛洛米塔（全球最大的钢铁企业），ADP（全球最大的人力资源外包公司），OPED（欧洲著名的太阳能公司），Consentino（欧洲著名的建材公司）等。隋波曾在福建省最大的投资公司--建发集团担任投资总部的项目经理，负责投资项目的可行性分析和执行。投资项目领域包括酒店、物流、农资、4S店、百货商场等。隋波精通中文和英语，拥有复旦大学-麻省理工MBA和浙江大学的学士学位，并曾在欧洲顶尖的IE商学院交流学习。他曾率领复旦大学代表队参加亚洲 MootCorp商业计划大赛并获得最佳商业计划奖项。,"四川,成都",,,"互联网 , 本地生活 , 文化娱乐体育 , 电子商务"
196,1135,陈菁,正源资本/正源策略 执行董事,,陈菁，正源策略联合发起人、新世界策略执行董事。,"北京,朝阳区",,,"互联网 , 移动互联网 , 本地生活 , 电子商务"
197,1140,张璐,新进创投 合伙人,,张璐，新进创投合伙人。张女士现任新进硅谷创投责任合伙人。她是斯坦福大学材料科学工程学院硕士，曾任硅谷 Fenox 创投投资合伙人，参与投资20多个项目，具有丰富的投资经验。同时也是斯坦福 Technology Venture Formation 创业项目杰出项目“早期糖尿病呼吸检测”创始人，联合国工业发展署项目顾问。,"北美洲,美国",,斯坦福大学,"互联网 , 移动互联网 , 医疗健康"
198,1138,陈建国,国采科技股份有限公司 董事长,,陈建国，国采科技股份有限公司董事长。,"北京,朝阳区",,,金融
199,1141,鲍哲南,新进创投 硅谷合伙人,,鲍哲南，新进创投硅谷合伙人。鲍教授现任新进硅谷创投责任合伙人，是斯坦福大学化工学院、材料学院终身教授，入选全球顶尖100材料学家名人堂榜单，已发表超过300篇学术论文，拥有39项美国专利。主要研究领域涉及能源，有机高分子半导体材料，生物传感器以及纳米电子电子器件。她也是硅谷纳米技术公司C3 Nano 创始人以及公司董事。,"北美洲,美国",,,"医疗健康 , 环保能源"
200,1142,程先生,新进创投 投资合伙人,,程先生，新进创投投资合伙人。程先生毕业于北京大学，是国内最早一批证券期货行业从业人员，曾主持上海某控股集团旗下多家上市公司的资产管理。2001年代表设立美国 SYCAMORE 风险投资公司中国代表处。2007年联合创办上海禾健时代电子商务有限公司，目前是国内领先的网上直购保健品品牌。,"上海,浦东新区",,北京大学,"互联网 , 移动互联网 , 医疗健康 , 电子商务"
201,1143,林均全,新进创投 投资经理,,林均全，新进创投投资经理。林先生是霍特国际商学院MBA，本科毕业于英属哥伦比亚大学，曾在加拿大金融机构工作5年。参与国颂医疗、闻题鸟、茄子脱口秀等多个项目投资。,"上海,浦东新区",,加拿大英属哥伦比亚大学,"互联网 , 移动互联网 , 医疗健康 , 本地生活 , 教育 , 文化娱乐体育"
202,1144,张甜,紫辉创投 合伙人,,张甜，紫辉创投合伙人。,"上海,静安区",,,"互联网 , 移动互联网"
203,1145,甘自辛,紫辉创投 董事,http://weibo.com/cvrt,甘自辛，紫辉投资董事。七年商贸及互联网创业经历，拥有纺织化工品国内外贸易、境内外贸易融资、B2C及周边服务、第三方支付平台等丰富的且经营管理经验。投资案例包括oTMS、iLab、Eventouch、R2、常客说等项目。,"上海,黄浦区",,"浙江大学 , 香港理工大学","互联网 , 移动互联网 , 医疗健康 , 环保能源 , 制造业 , 本地生活 , 教育 , 金融 , 文化娱乐体育 , 硬件 , 农业 , 电子商务"
204,1146,陈熟,紫辉创投 董事,,陈熟，紫辉创投董事。,"上海,静安区",,,"互联网 , 移动互联网"
205,1147,陈伟青,紫辉创投 投资经理,http://weibo.com/u/2580532151,陈伟青，紫辉创投投资经理。,"北京,东城区",,,"互联网 , 移动互联网"
206,1148,杨志,百奥财富 董事长兼创始合伙人,,杨志，哈佛大学微生物学硕士和分子生物学博士学位，曾任洛克菲勒大学高级副研究员和讲师，担任直属于卫生部的中国医药卫生事业发展基金会担任顾问，百奥财富投资咨询（上海）有限公司创始人。,"上海,静安区",,哈佛大学,医疗健康
207,1150,JS,光信资本 创始合伙人,,JS，光信资本创始合伙人。,"北京,朝阳区",,,"互联网 , 移动互联网 , 医疗健康 , 金融 , 文化娱乐体育 , 硬件 , 游戏 , 电子商务"
208,1149,吴正宇,德沃创业/德沃基金 创始人,,吴正宇，德沃基金创始人、天使投资人。毕业于美国哥伦比亚大学，获金融工程学硕士学位；曾在IBM和延长石油任高级管理岗位，在咸宁市政府任市长助理岗位。联合创立了普能科技、融360、摩贝信息。,"浙江,嘉兴",IBM,"上海交通大学 , 哥伦比亚大学","互联网 , 移动互联网 , 金融"
209,1151,赵贵宾,苏州凯风创投 管理合伙人,,赵贵宾，苏州凯风创投合伙人。,"江苏,苏州",,,"互联网 , 医疗健康 , 环保能源 , 制造业 , 硬件"
210,1104,李春义,长江国弘投资 首席合伙人,,李春义，上海长江国弘投资首席合伙人。 经济学硕士，1993年起进入金融投资行业，参与了多家大型企业的改制和管理咨询工作，且有成功的创业经历。曾任农业银行湖北信托投资公司上海证券业务部总经理，上海睿信投资管理有限公司总经理、副董事长，深圳中欧创业投资管理有限公司总经理，凯石长江投资管理有限公司总经理等职。参与发起设立了中国本土第二支有限合伙制私募股权投资基金——深圳中欧创投基金。 主导了对豫金刚石（300064）、郑煤机（601717）、双环传动（002472）、海南橡胶（601818）、银联商务、阳光焦化、步长制药、华录百纳影视（300291）、歌力思、华迈燃气等知名企业的股权投资和投后管理。,"上海,黄浦区",中国农业银行,,"互联网 , 移动互联网 , 医疗健康 , 环保能源 , 制造业 , 本地生活 , 金融 , 文化娱乐体育 , 电子商务"
211,1105,刘东华,正和磁系资本 董事长,http://weibo.com/liudonghua,刘东华，中国企业家俱乐部创始人 正和岛创始人兼首席架构师。《中国企业家》杂志社首席顾问。1983年毕业于河北大学，获文学学士学位，1990年毕业于中国社科院研究生院，获法学硕士学位，同年分配至经济日报评论部；1996年下半年调任《中国企业家》杂志社总编辑，后任社长。,"北京,朝阳区",中国企业家,"河北大学 , 中国社会科学院","互联网 , 移动互联网 , 本地生活 , 文化娱乐体育 , 电子商务"
212,1106,刘宇,正和磁系资本 创始合伙人兼CEO,,刘宇，正和磁系互联网化专项基金创始合伙人、CEO，85后投资新锐。大一开始创业，从倒卖mp3到参与创建团购网站，两年内成功做到交易额过30亿，再到成为投资界新贵。,"北京,朝阳区",,,"互联网 , 移动互联网 , 本地生活 , 文化娱乐体育 , 电子商务"
213,1107,金鑫,学大教育 CEO,http://weibo.com/jinxin1977,金鑫，学大教育创始人、CEO。1999年本科毕业。大学毕业后，曾从事互联网相关工作；2001年9月，与同伴共同创建学大教育，,"北京,海淀区",学大教育,首都经济贸易大学,"互联网 , 移动互联网 , 教育"
214,1108,雷中辉,,http://weibo.com/u/1632609913,雷中辉，起源资本合伙人、金种子创投合伙人 。曾担任清科资本高级投资经理、21世纪资深记者。,"北京,朝阳区","21世纪经济报道 , 清科","清华大学 , 兰州大学","互联网 , 移动互联网 , 教育 , 文化娱乐体育 , 硬件 , 电子商务 , 企业服务"
215,1109,段斌,乐游资本 合伙人,,段斌，乐游资本合伙人，前起源资本合伙人。曾担任清科资本高级经理，更早之前曾在chinaren、新浪、中国移动等工作。,"北京,朝阳区","新浪 , 中国移动",,"互联网 , 移动互联网 , 本地生活 , 教育 , 金融 , 文化娱乐体育 , 硬件 , 游戏 , 电子商务 , 企业服务"
216,1110,李汉生,华创盛景投资/盛景网联 创始合伙人,,"李汉生，华创盛景投资基金合伙人，盛景网联咨询培训集团天使投资人，AAMA亚杰高科技商会中国导师与发起人，擅长资本运作与商业模式创新。李汉生先生毕业于香港大学计算机技术与应用数学专业，曾在霍尼韦尔信息系统有限公司任职；1987年进入中国惠普有限公司，曾任中国惠普有限公司资深副总裁，是惠普中国渠道的缔造者；1999年5月出任北京方正电子有限公司总裁，成为当时轰动一时的“外企空降国企第一人”；2003年4月创立和勤软件技术有限公司,任董事长兼CEO。","北京,海淀区","HP惠普 , 北大方正 , 霍尼韦尔",香港大学,"互联网 , 移动互联网 , 本地生活 , 教育 , 文化娱乐体育 , 硬件 , 电子商务"
217,1111,叶蕙芳,"陶石资本 创始合伙人 , 盛大资本 副总裁(已离职)",,"叶蕙芳，陶石资本创始合伙人。曾在IBM（美国）任职9年。在职期间，叶女士在IBM战略投资部和全球咨询部工作，负责跨行业多领域的投资项目。叶女士于2011年回国加入盛大资本担任副总裁, 并于2014年7月被任命为合伙人。在盛大资本任职期间，叶女士亲自操盘了对微贷网、网贷天眼、钱景财富、钱先生、爱钱帮、保保网等十多家互联网金融公司的投资，是风险投资基金布局互联网金融业的实际操盘手。 

叶蕙芳女士拥有沃顿商学院EMBA硕士学位和罗切斯特理工大学信息工程硕士学位。","上海,浦东新区","IBM , 盛大",宾夕法尼亚大学,"互联网 , 移动互联网 , 医疗健康 , 金融 , 汽车交通 , 房产服务"
218,1112,周伟丽,安芙兰创投 董事长,http://weibo.com/u/2137216982,周伟丽，安芙兰投资集团创始人，曾创办多家实业企业，并管理十几支股权投资基金，成功投资数十家科技企业，并有东软载波、欣泰电器等多家企业在创业板上市。上海交通大学应用化学学士，中国人民大学工商管理MBA硕士，长江商学院EMBA。,"北京,朝阳区",,"上海交通大学 , 中国人民大学 , 长江商学院","互联网 , 移动互联网 , 本地生活 , 金融 , 文化娱乐体育 , 电子商务"
219,1113,王钧,复星昆仲资本 管理合伙人,,王钧，复星昆仲资本管理合伙人。曾在鼎晖创投、学大教育、麦肯锡等工作过。,"上海,徐汇区","麦肯锡 , 学大教育",,"互联网 , 移动互联网 , 本地生活 , 教育 , 金融 , 文化娱乐体育 , 电子商务 , 企业服务"
220,1114,郭广昌,复星集团 董事长,http://weibo.com/u/1866635970,郭广昌，复星集团创始人、董事长。1985年7月毕业于浙江省东阳中学，1989年毕业于复旦大学哲学系，后获复旦大学工商管理硕士学位。1992年开始创业做上海广信科技发展有限公司，而后改名为复星。,"上海,黄浦区",,复旦大学,"互联网 , 移动互联网 , 医疗健康 , 环保能源 , 制造业 , 本地生活 , 教育 , 金融 , 文化娱乐体育 , 硬件 , 农业 , 游戏 , 电子商务 , 企业服务"
221,1115,梁信军,复星集团 CEO,,梁信军，复星集团副董事长、CEO。复星集团创始人之一，梁信军先生出生于浙江台州，1991年从复旦大学取得遗传工程学学士学位，并于2007年从长江商学院取得工商管理硕士学位；1992年和郭广昌一起创业。,"上海,黄浦区",,"复旦大学 , 长江商学院","互联网 , 移动互联网 , 医疗健康 , 环保能源 , 制造业 , 本地生活 , 教育 , 金融 , 文化娱乐体育 , 硬件 , 农业 , 电子商务 , 企业服务"
222,1116,鲍周佳,复星昆仲资本 合伙人,,鲍周佳，复星昆仲资本管理合伙人，此前曾担任腾讯美国总经理和负责人，更早之前曾在美国硅谷工作多年。,"上海,黄浦区",腾讯,,"互联网 , 移动互联网 , 教育 , 金融 , 文化娱乐体育 , 游戏 , 电子商务 , 企业服务"
223,1117,熊钢,澳银资本 创始合伙人及董事长,,"熊钢，澳银资本创始合伙人、董事长。 熊钢先生职业生涯始于原机电部第七设计研究院的科研工作；1993年独立创业，从事仪器仪表进出口贸易业务。1998年起，熊钢先生在从事家族企业管理同时，以独立投资人身份开始其风险投资生涯，先后投资电缆制造、液压工具、软件开发等多家企业并成功退出。

2003年，熊钢先生与新西兰著名投资银行ASB Ventures联合创立澳银资本（中国）控股有限公司；2009年，熊钢先生推动澳银资本与深圳联合产权交易所、中国风险投资公司等专业机构共同创立“华澳资本“，并迅速发展成为本土知名创投机构。2014年，推动澳银资本与华澳资本合并重组。

熊钢先生在产业挖掘、公司治理、业务流程重组、资产配置等方面具有丰富经验；在先进制造与科技、电子信息与互联网创意、生命科技与健康等领域的主导投资近50项，并有持续出色的投资表现。 熊钢先生被投中集团评为“2014年度中国VC创新人物“。熊钢先生拥有湖南大学工学学士和美国Kansas State University 物理化学硕士学位。","广东,深圳",,湖南大学,"互联网 , 移动互联网 , 医疗健康 , 环保能源 , 制造业 , 本地生活 , 金融 , 文化娱乐体育 , 硬件 , 电子商务"
224,1118,刘宇(1),澳银资本 创始合伙人及总裁,,"刘宇，澳银资本创始合伙人、总裁。 2000年-2001年，刘宇先生任职于深圳市科技局高新技术成果交易中心，负责深圳创业板企业培育、“双高”认证等工作；2002-2008年，任深圳联合产权交易所基金部总经理、股改中心主任；2009年，刘宇先生推动深圳联合产权交易所、澳银资本、中国风险投资公司等专业机构共同创立“华澳资本“同时担任华澳资本董事总经理，并迅速发展成为本土知名创投机构。2013年，推动华澳资本与澳银资本的合并重组。

刘宇先生有15年的科技成果转化、创业企业培育及投资管理经验，曾长期在深圳市科技局、深圳联合产权交易所从事创业企业融资、上市培育工作，成功改制、投资、培育20多家中小企业进入中小板、创业板市场；刘宇先生在2007年设计发起国内第一家有限合伙制股权投资基金并参与联席管理，经历了一轮完整的创投基金投资、管理、退出周期，创业投资管理经验丰富。

刘宇先生先后成功投资了TMT领域的佳创视讯、众为兴、航通智能、海川智能、名游网络、中彩汇，生物医药领域的新产业生物、康泰生物、新旭发药机等项目。刘宇先生拥有工学学士和管理学硕士学位。","广东,深圳",,,"互联网 , 移动互联网 , 医疗健康 , 环保能源 , 制造业 , 本地生活 , 文化娱乐体育 , 硬件 , 电子商务"
225,1122,黄国和,华溢资本 董事总经理,,黄国和，华溢资本创始人、董事总经理。,"北京,朝阳区",,,"互联网 , 移动互联网 , 教育 , 企业服务"
226,1086,王磊,无名创投 高级投资经理,,,"广东,深圳",,,"互联网 , 移动互联网"
227,1087,郑兰,博派资本 创始管理合伙人,http://weibo.com/zhenglan,郑兰，博派资本创始管理合伙人，此前曾在IDG资本、网易工作。,"广东,广州","网易 , IDG",,"互联网 , 移动互联网 , 文化娱乐体育 , 游戏"
228,1088,牛先芳,学而思/好未来 投资总监,,牛先芳，好未来教育战略投资事业部投资总监，同时负责未来之星项目。此前曾就职于京西创业、宏源证券。,"北京,海淀区",学而思教育,,"互联网 , 移动互联网 , 教育"
229,1089,姜敏,"学而思/好未来 高级投资经理 , 未来工场 高级投资经理",,姜敏，好未来教育集团高级投资经理，风险投资、产品经理、数据挖掘跨界人士，创业爱好者。,"北京,海淀区",学而思教育,,"互联网 , 移动互联网 , 教育"
230,1090,刘圣珂,中国平安/平安创新投资基金 副总裁,,刘圣珂，平安创新投资基金副总裁，关注医疗和金融科技领域投资。曾任职于高纬环球投资，平安资产管理(香港)，以及平安信托。超过6年海外投资经验。拥有香港科技大学MBA学位，注册金融分析师协会会员。,"上海,浦东新区","中国平安 , 平安资产",香港科技大学,"医疗健康 , 金融"
231,1091,朱健,中国平安/平安创新投资基金 资深投资经理,,朱健，平安创新投资基金资深投资经理。关注消费行业的早期投资，曾任职于凯鹏华盈和恩卓创投。拥有复旦大学硕士学位。,"上海,浦东新区",KPCB凯鹏华盈,复旦大学,"互联网 , 移动互联网 , 本地生活 , 电子商务"
232,1092,袁迪,中国平安/平安创新投资基金 投资经理,,袁迪，平安创新投资基金投资经理。关注TMT行业的早期投资，拥有清华大学自动化专业学士及硕士学位。,"上海,浦东新区",,清华大学,"互联网 , 移动互联网"
233,1093,袁亚非,三胞集团/宏图高科 董事长,,袁亚非，三胞集团有限公司创始人。现任三胞集团董事长，宏图高科、南京新百两家上市公司的实际控制人。第十二届全国政协委员，第十一届全国工商联常委，江苏省工商联副主席。,"江苏,南京",,,"互联网 , 移动互联网 , 本地生活 , 金融 , 文化娱乐体育 , 电子商务"
234,1094,吴雪秀,国泰创投 总经理,,"吴雪秀，国泰创投总经理。 吴雪秀女士是国泰创投的创始人之一，目前担任北京国泰创业投资基金管理有限公司总经理。吴雪秀长期关注跟踪TMT、文化传媒、数字电视、金融服务等领域项目，有近10年的投资和管理经验。曾先后投资北京凯世富乐投资有限公司、一路财富（北京）信息科技有限公司、杭州雅库科技有限公司、北京星旋科技有限公司、北京碧海舟腐蚀防护工业股份有限公司等企业，累计投资近30家，其中已上市退出和并购退出各1家企业，上市退出企业获得近30%的年化收益，并购退出企业退出收益40多倍。目前旗下管理4支基金。2012年，吴雪秀及其团队得到国家发改委和北京市发改委认可，受托管理由两级政府出资的数字内容领域专项基金。

    吴雪秀女士拥有北京航空航天大学国际金融与贸易专业学士学位，2009年获得中央财经大学工商管理硕士学位。

    吴雪秀还担任中国投资协会创业投资专业委员会理事、北京股权投资基金协会常务理事等职务。","北京,朝阳区",,"北京航空航天大学 , 中央财经大学","互联网 , 移动互联网 , 医疗健康 , 环保能源 , 本地生活 , 金融 , 文化娱乐体育 , 硬件 , 电子商务 , 企业服务"
235,1095,罗明雄,京北投资-京北天使 创始合伙人,http://weibo.com/luomingxiong,罗明雄，北京京北投资管理有限公司创始人、总裁，北京软件和信息服务交易所 副总裁。《互联网金融》作者，聚焦互联网金融领域的投资、孵化及研究工作！ 微信：luomingxiong007,"北京,海淀区",,"清华大学 , 山东大学","互联网 , 移动互联网 , 金融"
236,1096,杨百千,,,杨百千，招商局科技投资有限公司执行合伙人。曾获清华大学工商管理硕士学位、南开大学计算机系统工程学士学位。,"广东,深圳",招商局,"清华大学 , 南开大学","互联网 , 医疗健康 , 文化娱乐体育 , 游戏 , 企业服务"
237,1097,牟雪,湖畔山南资本 副总裁,http://weibo.com/michellemou,牟雪，杭州湖畔山南投资副总裁，此前曾担任阿里巴巴投资经理。此前曾在弘毅投资、KPMG等工作。,"北京,朝阳区","阿里巴巴 , 毕马威KPMG",中欧国际工商学院,"互联网 , 移动互联网 , 本地生活 , 金融 , 文化娱乐体育 , 电子商务"
238,1098,蔡金勇,IFC国际金融公司 执行副总裁兼首席执行官,,蔡金勇，国际金融公司（IFC）执行副总裁兼首席执行官。职业生涯始于1990年加入世行集团，先后服务过摩根士丹利和高盛集团，拥有美国波士顿大学（Boston University）经济学博士学位及北京大学理学学士学位。,"北美洲,美国","高盛 , 摩根斯坦利","北京大学 , 波士顿大学","环保能源 , 本地生活 , 农业"
239,1099,张野,青山资本-华璟海纳资本 创始人,http://weibo.com/vczhangye,张野，青山资本（原华璟海纳资本）创始人、总裁，天使投资人。张野以优秀毕业生的身份毕业于莫斯科柴可夫斯基音乐学院，获得作曲硕士学位。2008年在第五届“普罗科菲耶夫国际作曲大赛”上获奖，成为第一个在此比赛中获奖的华人。2010年开始，先后从事中俄贸易，中俄文化交流等。2012年与黄志鹏共同创立青山资本，任总裁职位。2015年就读清华大学五道口金融学院金融管理硕士、美国康奈尔大学MBA.。,"北京,朝阳区",,"清华大学 , 康奈尔大学","互联网 , 移动互联网 , 本地生活 , 文化娱乐体育 , 游戏 , 电子商务 , 企业服务"
240,1100,杨伟庆,艾瑞咨询集团 创始人,http://weibo.com/u/1730773101/home?wvr=5,杨伟庆，艾瑞咨询集团创始人。,"北京,东城区",,,互联网
