answer,question,id,investor_id
现在电商类项目会占我看的案子中的1/3。这个领域我最关心的是流量来源的问题。现在来看电商的整个链条上营销，仓储，物流这些环节的成本都在下降，只有流量的成本一直在上升。而且整体是在恶化的。如果团队其他问题解决得一般，轻易不会死，但流量出问题我觉得是致命的。再说O2O，这应该是交易的下一个产品形态，和电商比它的流量玩法不一样，它更需要一个面对面的服务场景，这些场景更随机化和个性化，很难像流水线产品那样一模一样，所以流量的获取是分布式的。我就会更关心你每一步的流量是如何获得，人员如何培训，每个场景都如何有效的构建和解决问题。,目前研究的行业中你的投资逻辑是什么？,113,74
险峰华兴整体是一个外脑型基金，在战略上会给团队很多的指导，之前我们投了非常多的公司，一些领域里的从0到1的这条路我们走了很多遍了，经验算非常丰富，所以在创业的每一个坑之前都能做出提前预警。,除了资金，你能为创业者带来哪些额外帮助？,114,74
两个星期。,一般你做一个投资决策时间大约多久？,115,74
2012年我就投过一个智能硬件的项目，当时市场上不光没人看这个项目，项目本身也比较少，但我当时就觉得这个领域有机会。之前Google glass给我的启发——会不会有另外硬件出现能够替代手机。后来研究了一下，发现在当时是没有硬件能击败手机的。那我们就看是否有硬件能解决手机解决不了的问题。我们先看手机有什么优势：屏幕大，随时上网，CPU处理能力强。但缺点就是电池续航时间短。如果智能硬件只做辅助的工作，不提供最耗电的运算功能，没有屏幕也不联网，那还是有市场的。后来我就投了一家智能硬件公司，最终公司卖掉，还算成功退出了。,你投过什么在当时别人不容易理解的项目？或者说看某个领域明显早于其他投资人？why?,116,74
如果说宽泛点，有执行力、有经验可能大家都不会拒绝。但除了一些优秀者应该具备的基本技能。我更看中创业的初心，就是你做这件事的动机是什么？如果动机是积极的向上的，那他的热情是能够感染到别人，这在我看来就是优秀的创业者。再就是格局要大一点的，要有国际化的视野。不要说我就做一个地域性的产品，这我觉得后面的发展会受限。如果说还有一点的话，就说创业者要足够勤奋，脚踏实体的发现产品用户的特点，不要玩概念和只会吹。 ,你投过的这些创业者有什么共性的特点？,117,75
我觉得帮助这件事这么看，如果这个投资人愿意帮你，没有资源、没有人脉也会帮你找资源找人脉。如果他不愿意帮你，他有资源也不会愿意给你。最大帮忙就是和创业者紧密的沟通，同一套信息上沟通。真正融入团队，像一名员工一样帮助创业者的。,除了资金你对创业者的帮助还有哪些？,118,75
2-3周，慢的话不会超过2个月。,做一个决策的周期？,119,75
曾经在某个领域里证明过自己能力的人。,用一句话概述你选择创业者的标准,120,76
两周。,你做一个案子的决策的时间一般需要多久？,121,76
2013有一些互联网金融相关的案子出来了，我也投了，但当时互联网金融是一个布局时期，现在看来当时如果有布局的现在都多少跑出来了。互联网金融这块其实我看好互联网券商，或者说社交化的、一站式的金融品牌。,你投过什么在当时别人不容易理解的项目？或者说看某个领域明显早于其他投资人？why?,122,76
"一是人要聪明（不是说数学好）,而是指感知能力强，善于观察，能敏感的发现一些新的东西的特点。二是做事做人都要坚决，我不喜欢拖泥带水犹犹豫豫的。三，创业者的这个人/团队要心态开放，愿意不断学习新东西，并且能够钻研进取，最终学会。",你青睐什么样的创业者/创业团队？,123,79
取决于对这个行业有多么的熟悉吧，没有一个非常具体的时间。如果推进的过程出了问题或者慢了下来，我会找创业者沟通，我是绝不会『脱』创业者的。,你做一个决策的时间大约需要多久？,124,79
2011 我投了『饿了么』的A轮，大家说这不就是个送外卖的吗。但我当时认为张旭豪这个人能力非常强，一定能成大事，我最终投饿了么重要原因是这个人靠谱。,你投过什么在当时别人不容易理解的项目？或者说看某个领域明显早于其他投资人？why?,125,79
有活力、有野心、有经验。,用几个词来概述你喜欢什么样的创业者？,126,88
1-3周。,你一半做一个决策的周期有多长？,127,88
蓝湖是一家研究导向的基金，我们通过研究来帮助创业者一起分析行业情况以及未来发展趋势、业务发展方向。这与其他基金还是有区别的。,除了资金，你还擅长维创业者提供什么帮助？,128,88
应该是对自己的事情想的比较透彻，但不浮夸。简单来说有战略能力，还能实际做执行的。 ,你青睐什么样的创业者？,129,92
就说电商领域吧。首先说电商的机会还在哪里。第一是新的用户还有待挖掘的红利。这么讲是因为你可以发现3-4线城市中很多人还不是触网（接触互联网）用户，但他们也会日常进行消费的，这部分人有很强的待挖掘的价值。第二就是电商的运营策略在变化，在最初一波冲出来的电商公司里，大家都觉得重点是拼资金和运营效率，但现在来看，能够切的事情越来越多。比如营销的工具发生了改变，那营销就是很好切入的一环，再就是供应链、环节上的创新还有品牌上的创新。概述来讲就是移动加社交我觉得是新的电商公司能够做起来的新的砝码。第三点就是『用互联网的方式重构消费就是还原用户场景。』具体来说就是我观察好的线上线下改造和结合的公司其实创新程度不高，大多是把线下场景化还原到线上。在简单来说，消费是人雨与生俱来被赋予的一项社会行为，其实消费的方法、习惯大家都不缺经验，你需要为他们做的就是如何把他们习惯或者认同的线下消费习惯、场景、方式搬到线上来。,你的投资方法论是什么？,130,92
如果是自己一直在关注的领域的化会非常快，1周就可以。相对没那么熟悉的，可能就会久一点。但我现在也有选择性的避开不熟悉的领域。,你做一个决策的周期大约需要多久？,131,92
聪明实干比较重要，再就是过往的经验对目前的事情有帮助。,你青睐什么样的创业者？,132,96
最快1-2周,你决策的周期一般多长？,133,96
最早是做投资银行业务，做企业上市，上市企业并购等等。从1996年开始我和我的团队帮助60个企业IPO。可以讲无论是发展期还是成熟期的企业，它们每个发展阶段遇到的问题、需求的资源我都比较了解。现在的早期基金里面我们能够帮助创业者的不仅仅是投资，还包括比较丰富的资源、从早期一直到Pre-IPO的策略支持、以及企业运作的智慧分享。目前我们投资的处于早期项目阶段的有26家，处于Pre-IPO和拟新三板挂牌的有18家，国内主板上市的有7家，香港上市有4家，挂牌新三板的2家。,做早期投资之前你的经历是怎样的？这些经历对你做早期投资有那些影响？,134,100
我看的很多项目是从IOT物联网开始的，包括硬件、数据等等。这方面的项目我分两个逻辑来看：1，交易的逻辑：硬件产品最终要从交互走向交易闭环。现在很多智能硬件的创业者只强调做交互，强调做单品。在我看来，智能硬件的单品是很难支撑一个企业的，这个风口已经过掉了。交互的话一定要通过交互往交易闭环切才有机会，至于这个环要扩多大，我的建议是从1-2个强用户需求切入，然后迅速产生高频的交互，最终通过高频的交互来变现。2，场景的逻辑：看大数据类型的公司我分三点：『数据是否是实时、是否高频、是否多纬』来考量。无论是智能硬件还是纯软件，收集到的数据如果满足这三个纬度，并且三点做得都足够优秀，你会发现这些数据与数据之间是有关联性的，然后依托这些关联性我们能找到或者勾画了一个场景，以此找到新的业务模式或者用户需求。,最近在关注什么领域？简单分享下核心的几个方法论,135,100
第一，我看重有理想的团队。比如乐奇足球，投完后公司估值直奔几个亿，这几个亿或许对纳斯达克、对敲钟这件事来说是成功的。但团队更应该追求的是他们改变了一个行业后的荣誉，比如在苏黎世FIFA总部得到荣誉比去纳斯达克敲钟是更有意义的。第二，创业者自己认为做这件事很有趣，很享受，这样他会100%投入，而且整个团队是非常快乐的。第三，团队要有一个人有领袖精神，同时团队的执行力也非常强。,你最欣赏什么样的创业者？,136,100
最快的一次不超过12小时，乐奇足球见面聊过后3个小时就进入走流程阶段平均来讲1周的时间。,做一个决策的周期一般多长？,137,100
首先的不同应该是人员构成的不同，像一些大的基金很多人是金融顾问出身，没切身把握过产品、KPI、公司运营这些事情。但极客邦中GP、投资经理等等都是互联网传道出来的人。我们对创业者、企业家面对的招人、制定战略、运营等问题都有切身的体会和经历，这方面能提供绝对丰富指导。,为什么成立Geek Founders？新基金对创业者提供的服务与其他主流基金的差异化在哪里？,138,101
一句话来说的话是“Idea 值10亿美金以上”，我不太喜欢投非常细分领域或者面对小众人群的案子，这样未来规模化差一点，商业模式本身天花板也低，比如说针对小众人群的服装品牌，或者服务小众人群的O2O，这些项目的野心不够大。我更愿意投那些对大众化的需求有感觉并愿意找到解决方案的人。,你喜欢什么样的创业者/你对创业者或团队的要求是什么？,139,101
首先还是那句“10亿美金以上”，一个产品要面对足够多的人群，你像特定目的地旅游的，带你去拍婚纱照，面对的市场和人群窄，后面发展的天花板就会低。再者，产品要有充分的粘性，用户使用的频率要高，至少一个月要用一次。你比如说现在卖车火爆，但人们买车的频率并不高，我不一定会投，再有围绕结婚展开的，产品很多人一辈子就用一次，激活的频率也低。还有就是项目离钱要相对要近一点或者有方法撬动一个行业天花板的高度。最后，项目最好所在的领域竞争不激烈，处在蓝海里。你像千团大战这种我是不喜欢参与的。,目前研究的行业中你的投资逻辑是什么？/你是如何决定在这个行业里哪些该投哪些不该投？,140,101
两个星期。,一般你做一个投资决策时间大约多久？,141,101
比如说找钢，当时大部分人是完全不懂的，整个早期投资人不出5个人在研究类似的事情。但你看到最后找钢材切交易和流量的方式都很独到，一下就撬动了钢铁交易市场。,你投过什么在当时别人不容易理解的项目？或者说看某个领域明显早于其他投资人？why?,142,101
"首先创始人的职业生涯最好是专注一个行业，我不喜欢各行业跳来跳去的。再就是我希望用互联网改变传统行业的项目上，创业者不是一个纯互联网出身的团队，一定要对行业有理解力, 团队中线下的能力要更强。再比如说文化领域，因为我比较坚信内容为王，所以我期待的是有持续高质量内容生产的团队，并且有一定的行业资源整合能力的。",你喜欢投什么样的团队？,143,106
做浅石之前我在经纬做了6年，投资生涯8年，个人比较叫擅长的有行业资源的沟通，资本上对接，下一轮融资或者上市，再就是企业的规范化治理。目前我们的基金是一个新的人民币基金，专注早期的投资。,除了资金，你对创业者还能提供哪些帮助？,144,106
从见到团队到签term sheet的时间不会超过1周。,你做一个决策的周期平均是多久,145,106
机会，还没有沾染互联网的产业还有很多可以挖掘的机会。比如你可以从投资的外部环境观察，也就是创业者这端来讲，一些还没有和互联网结合的传统行业公司的基数相当大，比如O2O和互联网金融。那么正在涌现出来的创业公司和机会也在随之变大，比如，做汽车互联网业务相关的公司2年前有4000家，但5年前可能只有几百家。这种爆发式的增长也让一个领域里的机会更多了。此外，2014是互联网公司的上市红利期，很多公司的高管再上市后得到了不菲的资金。从他们个人讲，这些资金需要有一个较好的回报。从业务角度讲，他们也希望尝试在自己关注、擅长的领域找到新的增长点，成为新的参与者。,为什么要成立源码资本？,146,109
找LP让我花了很多心思。你会发现一个现象，顺为基金一部分的成功来源于其利用了雷军的品牌优势和影响力。而我们想得是更开放，多拉一些“雷军”们进来，把各个领域最新锐的CEO、BAT高管和天使投资人招募进来，做到LP融合又隔离——融合指的是他们是携带资源的、纯粹的财务投资人，对创业者来说，他们再创业早期需要资金，也更需要资源，我们的LP可以帮助他们很快进入这个圈子，快速被接纳。隔离是指是我们的投资方向并不会被个人业务所牵绊，比如以前公司做LP，在投起案子来会做很多平衡，但个人很少会影响到。,源码资本的LP类型非常丰富，有基金、个人，其中个人又有各个互联网公司的高管。基金被发起的时候是否考虑这么配置LP的优势?,147,109
在投资界做创业公司、做尝试，会比在大基金里试错要更容易，我们会与红杉基金相互配合，综合资源做一些投资，但我们有专注的领域：O2O 、互联网金融、社交是一级的、优先的投资领域；智能硬件属于二级有优先。在确立了专注的领域上，我们摸索，验证一些想法，比如：我们会完全聚焦在IT领域，我们就对这个领域的创业者创业、融资会发生的事情做更详细的研究，投资在哪几块会耽误进度，我们就改进，达到快速决策、快速投资，让融资过程按照一个标准流程在一个限定的时间内迅速完成。投资完成后，我们会帮助创业者寻找一些找资源，至少协助他们与一个领域的生态系统建立联系。这是一个双赢的决策，因为对我们来讲，我们背后的LP、基金也希望有一个生态资源的圈子产生，我们和他们也能融进这个圈子。此外，对创业者来讲，我们无论是term还是合同，都按照标准条款执行，每个人合作拿到的都是同一份合同，投资多少钱，分得多少股份，制定对创业者宽松的条款。,源码资本目前的投资策略有哪些？,148,109
我会尽量站在一个用户的角度去思考一个产品所在的行业有没有存在的价值。具体说到我擅长的手机游戏方面，我看重的是创新度，有没有情怀，好不好玩。不太认可山寨别人产品的事情。,你的投资方法论是什么？,149,111
举个例子，刀塔传奇不是那么狠收钱的游戏，它的核心在于高DAU中小ARPPU的游戏，它的整个留存非常好，是我第一个见到在电梯室内推的手机游戏，这个游戏的付费率和转化率非常高。但是刀塔这种玩法再往下走就很难有让消费者不一样的感觉。ARPG是一个往下走肯定要走的方向。最后有点像端游，MMORPG，持续收费，制作精良，打击感很好。这种大趋势之外一些创新型游戏是一直会有。从整个行业发展来看，重型化是一个特点，对一款游戏的投入会加大，生命周期会加长。,你认为手游发展的趋势是什么？,150,111
喜欢的创业者类型应该是踏实、有经验、有激情，如果是020领域创业的，需要线上线下配合的，我更喜欢团队中线上的人起主导作用。,你喜欢什么样的创业者/你对创业者或团队的要求是什么？,151,113
比如说房产市场吧，首先要看这个市场本身是不是有问题，互联网意识在这里融入有多大？这个市场很大，2014年装修就是1.2万亿元的市场，新房销售就是几千万亿的市场。大家都说这个行业面临拐点，其实说的是提高消费的频次、去中间环节，用更有效率的方式来重构一些模式。,目前研究的行业中你的投资逻辑是什么？/你是如何决定在这个行业里哪些该投哪些不该投？,152,113
做的事情就比较杂了，比如帮你招人，做BD，介绍投资、整合小伙伴的资源等等。有时候会对创业者做做『心里按摩』。此外，我供职的CA创投本身有比较强的广告能力，这方面的资源整合能力比较强。,除了资金，你能为创业者带来哪些额外帮助？这些帮助最后成效如何？,153,113
一周。,一般你做一个投资决策时间大约多久？,154,113
open、专注、大气、激情。,你对创业者或团队的要求是什么？,155,118
1，团队要够强。2，商业思路要清楚，知道未来的确切方向。3，最晚不超过C轮，可以产生正常现金流。4，投资自己专注的行业。 ,目前研究的行业中你的投资逻辑是什么？,156,118
取决于项目本身，提供的资源会多一些。,除了资金，你能为创业者带来哪些额外帮助？,157,118
决策时间一周以内，整个项目一个月内可以完成。,一般你做一个投资决策时间大约多久,158,118
聪明、好学、勤奋、自知。,你喜欢什么样的创业者/你对创业者或团队的要求是什么？,159,119
1-15天。,般你做一个投资决策时间大约多久？,160,119
梳理商业模型、定期复盘、后续融资。,除了资金，你能为创业者带来哪些额外帮助？,161,119
互联网金融领域里，我09年就出手投了黑板擦；O2O领域的话，两年多前就开始投秀美甲；电商领域坚持投好商品。,你投过什么在当时别人不容易理解的项目？或者说看某个领域明显早于其他投资人？why?,162,119
肯定是学习能力强，团队之间成员的技能、性格有互补的。然后要有一定经验的沉淀，创业的方向之前有一定经验或者是熟悉的领域。再就是实实在在干事情的人，我比较不喜欢说的多，结果干的和说的完全不一样的。,你喜欢投什么样的创业者/创业团队？,163,123
O2O这个领域项目很多，大家都在看衣食住行，看的比较泛，但我们觉得在一个领域里深挖效果更好。比如在房地产可以深挖很多东西，之前我们投了房多多，最近又投了一个装修的O2O，然后再往后我们又看见了公寓长租的机会，用共享经济的模式做也有一个好项目，虽然他们的模式都不一样，但在同一个领域是成体系的。,你有自己的投资方法论吗？,164,123
一眼就做出判断的，一周内就可以Close，如果这个项目还需要观望，那时间会比较长。,你做决策的时间有多长？,165,123
之前在一家家族企业内做教育创业，然后带队与朋友在互联网金融领域内创业。 这些经历让我对自身及事物规律有更深的认知，对创业及投资时刻保持敬畏之心。,你在成为一名投资人之前做的是什么工作？那些经历对你做投资有怎样的影响？,166,132
关注互联网金融及O2O 领域较多。在商家提供的服务越来越多，越可互相替代的情况下，用户会更挑剔的寻求更高层面的满足，比如精神层面，这时考核的是一个商家塑造品牌的能力，而品牌的能力，又取决于创始人对意识形态把控的能力。,你最近在关注什么创业领域？分享下你的观点？,167,132
思考未来格局的变化，描绘出该领域的变化蓝图，与创业者，投资人探讨，大部分时间沉浸在思考与讨论中。,描述下你的工作状态？,168,132
知行合一一. 有自己设定的人生意义，并保持开放二. 能自我构建对事物规律认知的系统框架，并迅速迭代三. 成熟的心智，懂人性，有勇气,你最欣赏什么样的创业者？,169,132
1创业做的事情是跟家居相关的，要么和衣食住行吃喝玩乐相关的。2喜欢连续创业者，或者有一定能力资源的。我比较青睐地推能力比较强的人。3我不是很在意创业的人是一个人还是2-3个人一起，如果能力强的一个人也行。,你选投资对象有什么标准吗？,170,140
2天就OK。,你做一个决策的周期一般多长,171,140
我一般就选择我熟悉的领域投。,你投资的偏好是什么？,172,140
从校园出来就直接扎到了投资行业，对投资行业的运行整体流程有比较深度的了解。,你在成为一名投资人之前做的是什么工作？那些经历对你做投资有怎样的影响？,173,172
关注一切和体育相关的创业团队。风来了，要好好把握。,你最近在关注什么创业领域？简单分享下你的观点？,174,172
做投资之前曾分别做过管理，运营，技术，BD，产品和战略。相比较而言，更容易多角度、全面的理解创业者。,在成为一名投资人之前的经历是怎样的？这些经历对你做投资有怎样的影响？,175,173
体育领域，核心观点是顺势而为。,你最近在关注什么创业领域？分享下你的观点？,176,173
工作状态：得买双好鞋。,描述下你的工作状态？,177,173
欣赏价值创造者，好的商业模式是对客户，员工，伙伴，对手都创造价值。这样更容易形成产业链条积累而不易被撼动。,你最欣赏什么样的创业者？,178,173
开诚布公，坦诚相对。促成产业链伙伴合作，提高信息流通效率，加快产业发展速度。,你如何与创业者相处？哪些事是你个人投后增值的部分？,179,173
